userId,trivialSim
1,0.5849537195611109
2,0.29764687597231887
3,0.565785270545088
4,0.5367894277310717
5,0.35992266767901027
6,0.5664361479347214
7,0.5710989146206488
8,0.4688482530572977
9,0.5323250639252667
10,0.6246647530698876
11,0.5656998355140558
12,0.0
13,0.25604693426776354
14,0.48147835134658346
15,0.5812630333277616
16,0.5520281722405311
17,0.5161643583928479
20,0.62740185231251
21,0.5700428517055933
22,0.5711886285415674
23,0.5651274045526495
24,0.5348662567958019
25,0.5012385476055733
26,0.5483616448306983
27,0.6093576442712706
29,0.4835691737209459
30,0.37057420751069897
31,0.5890056078307001
32,0.5777227315487192
33,0.5386754449859014
34,0.5119571973407846
35,0.5285209915755905
36,0.5203503689733286
37,0.4357966007593121
38,0.5027790568524079
39,0.5793785760080922
40,0.6587882201881917
41,0.5542768157121046
42,0.5304927403019664
43,0.6120766327204555
44,0.562366494334972
45,0.5945419379173735
46,0.4237848616785117
47,0.45631373063009845
48,0.613042879562672
49,0.19906442416477396
50,0.604540121551434
51,0.5445474533985053
52,0.5585824497480427
53,0.4470794912049022
54,0.46374866320458796
55,0.48033009113409
56,0.4854957240031874
57,0.5416632799477231
58,0.5377021445790381
59,0.5158862571338303
60,0.34374346555557084
61,0.3282930215563597
62,0.526124583802331
63,0.595554988976012
65,0.43702380849004857
66,0.5878915659706268
67,0.5989573375091217
69,0.51240455814667
70,0.46846275737136683
71,0.4823869335652004
72,0.5028566554767835
73,0.6103573125207964
74,0.3615600633742161
75,0.5429315211381105
76,0.5304911508449375
77,0.5763413590652187
78,0.49515269157960806
79,0.5504051730940404
80,0.3994761988976936
81,0.5787287192078097
82,0.5688402963700456
83,0.5066258264721795
84,0.5415772346000535
85,0.40959391650266047
86,0.42455849206814594
87,0.47283428836956565
88,0.4501744979147275
90,0.5303908636755797
92,0.47949148246885714
93,0.512880406736576
94,0.4648010478200005
95,0.49040881030793504
96,0.2661523349229164
97,0.6627866303666031
98,0.6067502801142237
99,0.4923889756892527
100,0.5004320421941293
101,0.5017959550804831
102,0.510340125681643
103,0.5846053340039566
104,0.6107134294348338
106,0.38863660926438415
107,0.4958969215838437
108,0.45076093608554446
109,0.548364578855269
110,0.36358396078963745
112,0.548912906933932
113,0.4375162130604292
114,0.5867225295484862
115,0.5632053389944145
116,0.5265410974435469
117,0.6078343501006193
118,0.49576879960827813
119,0.6082631723681193
120,0.666466755786787
121,0.5277709848814244
122,0.6051741613778828
123,0.3033313668051458
124,0.46998162104614083
125,0.6055334820589486
126,0.4875780882831487
127,0.3730353671329331
128,0.4750257806920732
129,0.5611177687015041
130,0.52715377708754
131,0.32329929071901
132,0.5689157432210047
133,0.5441186701498681
134,0.36184610298498954
135,0.514030618464724
136,0.5659207619091895
137,0.48509615907369147
138,0.6093015800725742
139,0.5491747639519372
141,0.5348690424344259
142,0.5242898621970091
143,0.4281460181221787
144,0.569011080387797
145,0.3161329399604178
146,0.37186505209018084
147,0.31991208955301115
148,0.5699920063460414
149,0.6227233920466654
150,0.5247486684841837
151,0.5089748749149637
152,0.4501163226768071
153,0.607703958200333
154,0.565258997948353
155,0.47469167855743877
156,0.5057083660914742
157,0.28151960843981383
158,0.48258009709360666
159,0.6435978975033751
160,0.5324592650569189
161,0.6368887044150294
162,0.45506538831632154
163,0.5087106749434542
164,0.5296349637457106
165,0.5860128549395989
166,0.511232023014802
167,0.5817923116252023
168,0.4674916422971808
169,0.5601942465037087
170,0.5199405812619341
171,0.545195105879714
172,0.4813769947808915
173,0.4994051887037396
174,0.5690849705863716
175,0.4292955887881467
176,0.535295076706853
178,0.5402279495500225
179,0.549402408923523
180,0.0
181,0.5681152854943162
183,0.4575860799968
184,0.6438618709961669
185,0.637158308099112
186,0.5145653798380174
187,0.5142132584444667
188,0.47910016392247107
189,0.6071902947162031
190,0.48894584010024805
191,0.5214533020608921
192,0.29565753284934343
193,0.40847933864615854
194,0.27318119281262043
195,0.513365195591087
196,0.387195545248488
197,0.47744231803079135
198,0.49319380697047405
199,0.4466135851047763
200,0.5271345103589657
201,0.5638373954872898
202,0.5557439649031248
203,0.5923496200900495
204,0.5414276591801455
205,0.307021794544124
206,0.6071902947162031
207,0.5210048628332862
208,0.2602377795890761
209,0.5156604654081032
210,0.5407535402966872
211,0.5616640600973832
212,0.5839350363490479
213,0.5252932990747747
214,0.49576879960827813
215,0.5113505238156094
216,0.5794882012356929
218,0.0
220,0.5871301574702353
221,0.5135100578226732
222,0.49507448735611553
223,0.6693326815051346
224,0.35995370879228245
225,0.47237077937107075
227,0.627521646320697
228,0.17797640683478155
229,0.6038922577485752
230,0.5403600658858415
231,0.42828405347873394
233,0.5753144178352939
234,0.5867088802378629
235,0.5970705576523515
236,0.32091026782886845
237,0.6152551569082121
238,0.3981288483295479
239,0.4912883076436271
240,0.5611075338962482
241,0.4286496454224497
242,0.4403938597910715
243,0.4661251568327211
244,0.430408512337355
245,0.6651436422285487
246,0.556650823035577
247,0.570963503325488
248,0.634603004783687
250,0.6351295295326266
251,0.20906144638665514
252,0.5711423154324007
253,0.6215267600417164
254,0.49622789363790526
255,0.46341442085853346
256,0.5930219780155814
257,0.5372430265394157
258,0.0
259,0.6307128666600341
260,0.5933697413801556
261,0.4580106762138372
262,0.5810019050536477
263,0.5089991370827669
264,0.5003766652067275
265,0.5125046558502515
266,0.5628263497765247
267,0.49886241753432
268,0.5008055781231939
269,0.15284926414338243
270,0.5162803354690181
271,0.42345064835478974
