userId,navSim
1,0.4448891641188631
2,0.0
3,0.5724034662955942
4,0.5661472020618522
5,0.2670555628122301
6,0.515153726138785
7,0.5432362266822033
8,0.6043193554164236
9,0.3780146346549182
10,0.5667673390396923
11,0.6791023837969817
12,0.5870332876178622
13,0.5774198052394953
14,0.5218179851182182
15,0.5333864907676351
16,0.35307271552136793
17,0.2823557822380742
18,0.40669515409268836
19,0.45901856258343743
20,0.3964277314580648
21,0.4494432128165864
22,0.5634319876208261
23,0.49125987566178414
24,0.4307492324715323
25,0.4987971976897266
26,0.3492882967672061
27,0.5013690198195644
28,0.48983993619533833
29,0.5893207118806822
30,0.47236757809263025
31,0.42091906977032706
32,0.6106612249447444
33,0.5576223339401678
34,0.41790814371969587
35,0.6120876379438328
36,0.5932386363802318
37,0.0
38,0.4801106430849877
39,0.324248319527323
40,0.4580400986097388
41,0.4661988556538268
42,0.6210990552180249
43,0.43941732875571915
44,0.38543624763406503
45,0.5116389985353
46,0.4837061023674894
47,0.6485031486219854
48,0.1404023434778257
49,0.27297825983589025
50,0.475003442789392
51,0.4467880900162442
52,0.4735480174989874
53,0.3240427551046277
54,0.5017327838222211
55,0.25783288478020056
56,0.6144161737454094
57,0.5123768780901091
58,0.5253117602941026
59,0.43931253130163134
60,0.2950265458492026
61,0.35397000301168663
62,0.4667104735527585
63,0.4499237377595999
64,0.5191038879798942
65,0.5243369001997662
66,0.5271364839843289
67,0.2525902365072287
68,0.5243455535244009
69,0.4924278648230617
70,0.5896009389823395
71,0.4599237510414569
72,0.6818467736156653
73,0.5293329276275153
74,0.4974946461305532
75,0.4970675641942116
76,0.4883398902287755
77,0.4000278935622048
78,0.36790367594189843
79,0.4897142020553726
80,0.32080402027928184
81,0.5045422803588744
82,0.455891683527222
83,0.5274848762864843
84,0.6530889316008683
85,0.7870384467000607
86,0.5466588094865706
87,0.0
88,0.5024013049227323
89,0.562764008981898
90,0.5648933479561682
91,0.43107989275159814
92,0.44244256887196326
93,0.592252440813868
94,0.4788702035187479
95,0.4871197237450194
96,0.5942106695979175
97,0.31508079608559125
98,0.39394115524166695
99,0.5066041961350803
100,0.5403898924068538
101,0.512612422631886
102,0.6158769940035456
103,0.4681013136604194
104,0.5120061135436955
105,0.545454247023195
106,0.3907489416616429
107,0.5345522173412389
108,0.546946438136499
109,0.4794423169291417
110,0.48327952567358634
111,0.5034615731415428
112,0.4345661943626292
113,0.5253460854495635
114,0.329223092170223
115,0.42805879456484713
116,0.6048543119530698
117,0.5521536820267434
118,0.26676639969874694
119,0.4405464998679111
120,0.12349907190496999
121,0.5797085505206853
122,0.43297828722241005
123,0.24325223293157153
124,0.5535553478727142
125,0.4863042485629561
126,0.5814853251401182
127,0.3520176400452083
128,0.628620433481353
129,0.4969386208538633
130,0.4548809319059382
131,0.5063119560399869
132,0.5225028974945823
133,0.4555640955081871
134,0.5779892000872641
135,0.5256867281227514
136,0.5455588705188816
137,0.6049406320330974
138,
139,0.44937369801654126
140,0.5759631382586533
141,0.4479109768068825
142,0.6899835959091952
143,0.4687376332298066
144,0.5411696994924579
145,0.2960282068687666
146,0.26207843703414574
147,0.27561241553031945
148,0.40958019878439533
149,0.26245003034748804
150,0.5079732240115146
151,0.4738471377815798
152,0.5029864605775294
153,0.6030287580949597
154,0.25826017333640433
155,0.4373274060088196
156,0.6494286607388481
157,0.4163025833281768
158,0.2523271865143061
159,0.5428795809644278
160,0.4817452321429202
161,0.3764060112201782
162,0.378978683452609
163,0.4497808196462703
164,0.4714969125465393
165,0.473791200525439
166,0.45789493921778196
167,0.4864408160152354
168,0.622583604224133
169,0.6065926518602779
170,0.462156648167724
171,0.3515372923152362
172,0.0
173,0.5069490349662513
174,0.46474078397068197
175,0.681385880189914
176,0.5090003438965188
177,0.5096949198906385
178,0.4641178165635482
179,0.5965608012480947
180,0.4746541096162476
181,0.5432787798098181
182,0.5364984584091566
183,0.5400564848662616
184,0.2660208666110121
185,0.39520887679225647
186,0.44917741258434335
187,0.47257132141215363
188,0.5956455712562357
189,0.1378526282100355
190,0.46153050279974517
191,0.4973136886082703
192,0.4425750256152546
193,0.21657785931786191
194,0.559961722383918
195,0.47736381427774516
196,0.4158173608142158
197,0.48247779275195724
198,0.46497215317529444
199,0.6267476053600851
200,0.5341284239260404
201,0.4828040850999018
202,0.5175870657042518
203,0.23206093519611187
204,0.37623948051157624
205,0.3304275970963711
206,0.4940574733405851
207,0.35000617850512866
208,0.28941697374658865
209,0.3840972032110643
210,0.3917623745730616
211,0.467834978697466
212,0.414706738503675
213,0.5041644205339498
214,
215,0.6583450542322308
216,0.5712678938815099
217,0.476050531915805
218,0.4486533842474338
219,0.439062643333349
220,0.435690225149443
221,0.572957532437217
222,0.6215775726035019
223,0.46461174516885867
224,0.7241392415397766
225,0.473121898206866
226,0.4904211400822469
227,0.47469295892605756
228,0.27040085029086347
229,0.40445035633072135
230,0.383246785550068
231,0.0
232,0.4930330429058761
233,0.5776966136058207
234,0.41623129927791513
