userId,mfSim
1,0.6504918531457047
2,0.6245267345949259
3,0.6948827525898567
4,0.2676901484261748
5,0.8492808748171293
6,0.7161031356168929
7,0.932117057275211
8,0.7527571151294873
9,0.554850577702777
10,0.7930106503428856
11,0.5131159110418346
12,0.6881429059505166
13,0.6409209854234591
14,0.7178455528245292
15,0.8400643460803197
16,0.49179039508000605
17,0.845308665329797
18,0.6923289915064937
19,0.6607095745499435
20,0.6660356059575604
21,0.6833683025767402
22,0.7821453391870639
23,0.4674348836282868
24,0.5061635633500089
25,0.46869151722447616
26,0.49206481529005247
27,0.42421678582052175
28,0.6336145868380443
29,0.6693987325096805
30,0.33191068107441696
31,0.6236176038234335
32,0.753016920481303
33,0.7509677445121201
34,0.7081479197028578
35,0.5955431877931984
36,0.6373408039512799
37,0.8400762482752416
38,0.7737650479541411
39,0.47657351402495157
40,0.629281477389326
41,0.4682528709786584
42,0.4751028828853158
43,0.7063739419046474
44,0.8221709361107552
45,0.5385165884241625
46,0.829721524137768
47,0.32097783564440024
48,0.8170765807294064
49,0.626266402104863
50,0.5736690291619029
51,0.5548647908975649
52,0.6740656387853016
53,0.5594495407241844
54,0.9926442263702057
55,0.8284263648784852
56,0.6471967094351285
57,0.5812899035289317
58,0.6396992572629823
59,0.7635486229704359
60,0.559740281379429
61,0.8135305370337019
62,0.4516502909089326
63,0.7879281663807226
64,0.7199671263264201
65,0.7791640749746043
66,0.5713080888587925
67,0.6174683966713631
68,0.6400243676887564
69,0.36475174986675524
70,0.516193031926941
71,0.8454662238994142
72,0.8088997686292766
73,0.24310758323464365
74,0.6859511134691533
75,0.6554747555708924
76,0.5336866633813125
77,0.5818007463345504
78,0.5930847405077729
79,0.6794689914215705
80,0.6261888770979077
81,0.8797688843691087
82,0.7031088891626524
83,0.6617684298786264
84,0.35400683717138565
85,0.3653978231343756
86,0.7221331659081516
87,0.5110589261811138
88,0.4998504043332457
89,0.6662334363798865
90,0.5799607532839425
91,0.7690823268839305
92,0.702794375936286
93,0.6027956929813005
94,0.8253023392546054
95,0.7439147401284644
96,0.7003922276949196
97,0.7093887909810349
98,0.6677477145236148
99,0.4653919973661221
100,0.633837114552812
101,0.5668743896840872
102,0.8325225315314063
103,0.6919629778534755
104,0.6133674534706925
105,0.3834740165507402
106,0.5676457865173385
107,0.6213841792875805
108,0.4784686487822005
109,0.7819882117728264
110,0.6912992213762311
111,0.39767048045422454
112,0.7286959705627328
113,0.5285375142090857
114,0.7497288984299112
115,0.5725609083609516
116,0.6486981560806822
117,0.8541355296083532
118,0.8403578710333216
119,0.7064238984751325
120,0.6089812359884552
121,0.6551745363482854
122,0.6735845535731179
123,0.6995204643470226
124,0.8385339866272702
125,0.5883692892333257
126,0.9406031307899111
